Reaction,temperature,pressure,M,k,ln_unc_k,W,Ref,
2 HO2 <=> H2O2 + O2,1093.859728,0,0,2.50E+12,0.693147181,0.0001,,
2 HO2 <=> H2O2 + O2,1119.942229,0,0,2.51E+12,0.693147181,0.0001,,
2 HO2 <=> H2O2 + O2,1129.737597,0,0,3.02E+12,0.693147181,0.0001,,
2 HO2 <=> H2O2 + O2,954,0,0,7.40E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,967,0,0,7.80E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,968,0,0,7.80E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1015,0,0,9.40E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1024,0,0,8.30E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1065,0,0,9.70E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1079,0,0,9.30E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1099,0,0,9.10E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1132,0,0,1.14E+12,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1138,0,0,1.05E+12,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1194,0,0,9.80E+11,2.302585093,1.00E-10,,
2 HO2 <=> H2O2 + O2,1218,0,0,1.55E+12,2.302585093,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1221,1.921,0,5.50E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1192,1.949,0,5.10E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1160,2.008,0,4.70E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1133,2.07,0,4.40E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1106,2.126,0,4.00E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1045,2.066,0,4.20E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1039,2.192,0,4.00E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1020,2.192,0,3.60E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1089,2.239,0,4.20E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1277,2.031,0,6.00E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1052,1.966,0,3.80E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1100,1.947,0,4.00E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1128,1.884,0,4.30E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1176,1.81,0,4.70E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1233,1.746,0,5.20E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1344,1.974,0,6.80E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1277,2.02,0,6.20E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1317,2.011,0,6.50E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1374,1.945,0,7.90E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1398,1.909,0,6.80E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1424,1.868,0,6.50E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1461,1.834,0,8.20E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1134,1.874,0,4.50E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1430,1.039,0,7.40E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1313,1.057,0,6.50E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1249,1.113,0,5.10E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1190,1.152,0,4.70E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,1147,1.224,0,4.30E+12,0.157003749,1.00E-10,,
H2O2 + OH <=> H2O + HO2,298,0,0,1.09E+12,0.693147181,0.40824829,,
H2O2 + OH <=> H2O + HO2,423,0.001973684,0,1.28E+12,0.693147181,0.40824829,,
H2O2 + OH <=> H2O + HO2,371,0.001315789,0,1.18E+12,0.693147181,0.40824829,,
H2O2 + OH <=> H2O + HO2,335,0.001315789,0,1.12E+12,0.693147181,0.40824829,,
H2O2 + OH <=> H2O + HO2,273,0.001315789,0,1.13E+12,0.693147181,0.40824829,,
H2O2 + OH <=> H2O + HO2,245,0.001315789,0,1.09E+12,0.693147181,0.40824829,,
H2O2 + OH <=> H2O + HO2,250,0,0,9.70E+11,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,250,0,0,9.88E+11,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,295,0,0,1.02E+12,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,312,0,0,1.04E+12,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,340,0,0,1.11E+12,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,394,0,0,1.16E+12,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,422,0,0,1.22E+12,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,454,0,0,1.28E+12,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,459,0,0,1.35E+12,0.693147181,0.333333333,,
H2O2 + OH <=> H2O + HO2,241,0,0,1.25E+12,0.693147181,1.00E-10,,
H2O2 + OH <=> H2O + HO2,251,0,0,1.16E+12,0.693147181,1.00E-10,,
H2O2 + OH <=> H2O + HO2,294,0,0,1.08E+12,0.693147181,1.00E-10,,
H2O2 + OH <=> H2O + HO2,333,0,0,1.04E+12,0.693147181,1.00E-10,,
H2O2 + OH <=> H2O + HO2,365,0,0,1.07E+12,0.693147181,1.00E-10,,
H2O2 + OH <=> H2O + HO2,413,0,0,1.11E+12,0.693147181,1.00E-10,,
H2O2 + OH <=> H2O + HO2,296,0,0,1.07E+12,0.693147181,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1057.6368,0,0,7.23E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1068.0115,0,0,7.02E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1074.0634,0,0,5.10E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1100.8645,0,0,4.95E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1093.0836,0,0,7.16E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1083.5735,0,0,8.36E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1119.0201,0,0,8.86E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1138.0404,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1124.2075,0,0,6.95E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1132.853,0,0,4.90E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1153.6023,0,0,4.90E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1145.8213,0,0,6.25E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1163.9769,0,0,6.13E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1134.5822,0,0,6.07E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1197.6946,0,0,8.12E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1213.2565,0,0,8.04E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1246.9741,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,800,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,900,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1200,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,750,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,800,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,500,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1500,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1700,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,2250,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,2300,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,1600,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH3O + OH,2500,0,0,9.21E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1780.0144,0,0,1.70E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1825.7369,0,0,2.11E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1769.6621,0,0,2.47E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1786.0532,0,0,2.59E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1789.5039,0,0,3.06E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1794.68,0,0,3.55E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1754.9965,0,0,4.36E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1735.1545,0,0,5.80E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1749.8203,0,0,5.80E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1728.253,0,0,4.49E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1713.5874,0,0,4.58E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1699.7843,0,0,5.00E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1696.3336,0,0,4.02E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1702.3724,0,0,7.41E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1731.7039,0,0,7.86E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1654.0618,0,0,7.27E+12,1.60943791,0.25,,
CH3 + HO2 <=> CH4 + O2,1055.227,0,0,5.24E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1055.227,0,0,4.10E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1075.1262,0,0,4.99E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1071.6654,0,0,4.06E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1092.4297,0,0,3.90E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1102.8118,0,0,3.06E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1117.5198,0,0,3.98E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1131.3627,0,0,4.94E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1149.5314,0,0,4.99E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1158.1831,0,0,5.04E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1195.3857,0,0,5.04E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1211.8241,0,0,5.04E+12,0.2390169,1.00E-10,,
CH3 + HO2 <=> CH4 + O2,1249.8918,0,0,4.02E+12,0.2390169,1.00E-10,,
CH4 + OH <=> CH3 + H2O,1449,0,0,3.91E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1511,0,0,4.58E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1553,0,0,3.90E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1615,0,0,4.80E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1578,0,0,4.37E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1692,0,0,5.51E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1467,0,0,3.31E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1757,0,0,4.52E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1358,0,0,2.63E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1468,0,0,3.25E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1359,0,0,3.22E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1308,0,0,2.96E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1493,0,0,4.03E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1247,0,0,1.92E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1392,0,0,3.58E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1432,0,0,4.00E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1618,0,0,3.85E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1872,0,0,5.66E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1815,0,0,7.29E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1720,0,0,4.64E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1902,0,0,5.48E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1834,0,0,5.48E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,2025,0,0,7.83E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1639,0,0,3.91E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1071,0,0,9.03E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1142,0,0,1.81E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1157,0,0,1.51E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1235,0,0,2.11E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1122,0,0,1.39E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1031,0,0,7.23E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,954,0,0,7.23E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,920,0,0,6.62E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,931,0,0,6.02E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1010,0,0,1.08E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1697,0,0,5.42E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1509,0,0,4.64E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1500,0,0,3.76E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1756,0,0,5.00E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1736,0,0,4.52E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1549,0,0,4.22E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1734,0,0,4.58E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1346,0,0,3.41E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1499,0,0,4.57E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1424,0,0,3.50E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1321,0,0,2.72E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1223,0,0,2.09E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1308,0,0,2.29E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1350,0,0,2.92E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1791,0,0,5.24E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1931,0,0,6.62E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1964,0,0,7.23E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1738,0,0,3.61E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1851,0,0,4.78E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1793,0,0,4.52E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1920,0,0,5.99E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,947,0,0,5.42E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,840,0,0,4.22E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,937,0,0,6.62E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1020,0,0,1.02E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1101,0,0,1.87E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1206,0,0,1.93E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,891,0,0,4.82E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1139,0,0,1.57E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1179,0,0,2.05E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,1271,0,0,2.29E+12,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,296,0,0,3733640000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,295,0,0,3703530000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,295,0,0,3552980000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,295,0,0,3522870000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,295,0,0,3625244000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,223,0,0,493804000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,218,0,0,451650000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,213,0,0,379386000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,206,0,0,295078000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,200,0,0,240880000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,195,0,0,216792000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,293,0,0,3384364000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,409,0,0,22341620000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,420,0,0,25412840000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,498,0,0,60822200000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,547,0,0,91534400000,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,602,0,0,1.43E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,654,0,0,2.21E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,704,0,0,2.85E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,745,0,0,3.47E+11,0.693,1.08E-01,,
CH4 + OH <=> CH3 + H2O,800,0,0,4.55E+11,0.693,1.08E-01,,
H2 + OH <=> H + H2O,809,1,0,6.43E+11,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8430",
H2 + OH <=> H + H2O,858,1,0,8.04E+11,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8431",
H2 + OH <=> H + H2O,908,1,0,9.88E+11,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8432",
H2 + OH <=> H + H2O,977,1,0,1.29E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8433",
H2 + OH <=> H + H2O,1011,1,0,1.40E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8434",
H2 + OH <=> H + H2O,1077,1,0,1.82E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8435",
H2 + OH <=> H + H2O,1080,1,0,1.84E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8436",
H2 + OH <=> H + H2O,1086,1,0,1.90E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8437",
H2 + OH <=> H + H2O,1111,1,0,1.89E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8438",
H2 + OH <=> H + H2O,1181,1,0,2.51E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8439",
H2 + OH <=> H + H2O,1212,1,0,2.46E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8440",
H2 + OH <=> H + H2O,1213,1,0,2.56E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8441",
H2 + OH <=> H + H2O,1281,1,0,3.11E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8442",
H2 + OH <=> H + H2O,1282,1,0,3.07E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8443",
H2 + OH <=> H + H2O,1312,1,0,2.98E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8444",
H2 + OH <=> H + H2O,1343,1,0,3.47E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8445",
H2 + OH <=> H + H2O,1397,1,0,3.91E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8446",
H2 + OH <=> H + H2O,1413,1,0,3.68E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8447",
H2 + OH <=> H + H2O,1513,1,0,4.37E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8448",
H2 + OH <=> H + H2O,1548,1,0,4.74E+12,0.405,2.24E-01,"R.C. Oldenborg, G.W. Loge, D.M. Harradine, and K.R. Winn. Kinetic Study of the OH + H2 Reaction from 800 to 1550 K. Journal of Physical Chemistry 96 (1992) 8426-8449",
H2 + OH <=> H + H2O,1138,1,0,2.13E+12,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,1001,1,0,1.41E+12,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,1219,1,0,2.52E+12,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,832,1,0,6.38E+11,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,1037,1,0,1.66E+12,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,1359,1,0,3.30E+12,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,988,1,0,9.70E+11,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,894,1,0,1.26E+12,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
H2 + OH <=> H + H2O,1148,1,0,1.95E+12,0.405,1.00E-10,"L.N. Krasnoperov, J. V. Michael. Shock Tube Studies Using a Novel Multipass Absorption Cell: Rate Constant Results For OH + H2 and OH + C2H6. Journal of Physical Chemistry A 108 (2004) 5643-5648. ",
